
##### time= 6e-09 
0.5		9.04605E+10
1.5		6.27152E+10
2.5		3.99634E+10
3.5		2.55576E+10
4.5		1.65065E+10
5.5		1.09068E+10
6.5		7.4155E+09
7.5		4.91842E+09
8.5		3.29837E+09
9.5		2.2166E+09
10.5		1.54634E+09
11.5		1.04035E+09
12.5		7.29712E+08
13.5		5.04646E+08
14.5		3.44875E+08
15.5		2.56102E+08
16.5		1.84762E+08
17.5		1.34486E+08
18.5		9.62072E+07
19.5		6.88716E+07
20.5		4.56652E+07
21.5		2.92406E+07
22.5		2.21503E+07
23.5		1.60058E+07
24.5		1.31287E+07
25.5		1.04756E+07
26.5		7.89636E+06
27.5		5.49044E+06
28.5		2.71953E+06
29.5		1.76185E+06
30.5		1.01724E+06
31.5		659466
32.5		458462
33.5		433116
34.5		785165
35.5		377816
36.5		339112
37.5		213861
38.5		0
39.5		0
40.5		0
41.5		0
42.5		0
43.5		0
44.5		0
45.5		0
46.5		0
47.5		0
48.5		0
49.5		0
50.5		0
51.5		0
52.5		0
53.5		0
54.5		0
55.5		0
56.5		0
57.5		0
58.5		0
59.5		0
60.5		0
61.5		0
62.5		0
63.5		0
64.5		0
65.5		0
66.5		0
67.5		0
68.5		0
69.5		0
70.5		0
71.5		0
72.5		0
73.5		0
74.5		0
75.5		0
76.5		0
77.5		0
78.5		0
79.5		0
80.5		0
81.5		0
82.5		0
83.5		0
84.5		0
85.5		0
86.5		0
87.5		0
88.5		0
89.5		0
90.5		0
91.5		0
92.5		0
93.5		0
94.5		0
95.5		0
96.5		0
97.5		0
98.5		0
99.5		0
100.5		0
101.5		0
102.5		0
103.5		0
104.5		0
105.5		0
106.5		0
107.5		0
108.5		0
109.5		0
110.5		0
111.5		0
112.5		0
113.5		0
114.5		0
115.5		0
116.5		0
117.5		0
118.5		0
119.5		0
120.5		0
121.5		0
122.5		0
123.5		0
124.5		0
125.5		0
126.5		0
127.5		0
128.5		0
129.5		0
130.5		0
131.5		0
132.5		0
133.5		0
134.5		0
135.5		0
136.5		0
137.5		0
138.5		0
139.5		0
140.5		0
141.5		0
142.5		0
143.5		0
144.5		0
145.5		0
146.5		0
147.5		0
148.5		0
149.5		0
150.5		0
151.5		0
152.5		0
153.5		0
154.5		0
155.5		0
156.5		0
157.5		0
158.5		0
159.5		0
160.5		0
161.5		0
162.5		0
163.5		0
164.5		0
165.5		0
166.5		0
167.5		0
168.5		0
169.5		0
170.5		0
171.5		0
172.5		0
173.5		0
174.5		0
175.5		0
176.5		0
177.5		0
178.5		0
179.5		0
180.5		0
181.5		0
182.5		0
183.5		0
184.5		0
185.5		0
186.5		0
187.5		0
188.5		0
189.5		0
190.5		0
191.5		0
192.5		0
193.5		0
194.5		0
195.5		0
196.5		0
197.5		0
198.5		0
199.5		0
